Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI
8189810,07/01/1991,12.75,NO,3.9,,,40,,
8189810,07/08/1991,15,NO,4.6,,,38,,
8189810,07/25/1991,14.75,NO,4.5,,,38,,
8189810,08/11/1991,19.75,NO,6,,,34,,
8189810,09/05/1991,17.5,NO,5.3,,,36,,
8189810,09/14/1991,20,NO,6.1,,,34,,
8189810,10/01/1991,19.5,NO,5.9,,,34,,
8189810,04/27/1992,13,NO,4,,,40,,
8189810,05/26/1992,29,NO,8.8,,,29,,
8189810,06/05/1992,25.5,NO,7.8,,,30,,
8189810,06/22/1992,16,NO,4.9,,,37,,
8189810,07/10/1992,14.5,NO,4.4,,,39,,
8189810,07/13/1992,16.5,NO,5,,,37,,
8189810,08/18/1992,13,NO,4,,,40,,
8189810,08/28/1992,16.5,NO,5,,,37,,
8189810,09/20/1992,22.5,NO,6.8,,,32,,
8189810,10/02/1992,20.5,NO,6.2,,,34,,
8189810,10/24/1992,16.75,NO,5.1,,,37,,
8189810,04/21/1993,15,NO,4.6,,,38,,
8189810,05/05/1993,15.5,NO,4.7,,,38,,
8189810,05/25/1993,23.5,NO,7.1,,,32,,
8189810,07/07/1993,16.5,NO,5,,,37,,
8189810,08/10/1993,20,NO,6.1,,,34,,
1,08/31/1993,,,,,10,,46,
8189810,08/31/1993,16.5,NO,5,2.39,,37,,41
8189810,10/20/1993,18,NO,5.5,2.12,,35,,40
8189810,07/13/1994,15,NO,4.6,2.11,9,38,45,40
8189810,08/29/1994,20,NO,6.1,1.93,10,34,46,40
8189810,10/31/1994,14,NO,4.3,0.92,26,39,53,34
8189810,05/11/1995,16,NO,4.9,3.62,11,37,47,45
8190673,06/21/1995,17,NO,5.2,0.57,,36,,31
8190673,07/26/1995,15,NO,4.6,0.04,7,38,43,10
