Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI
1,07/23/1979,,,,,,,,
8190676,08/06/1995,8.5,NO,2.6,,,46,,
8190676,08/13/1995,8.5,NO,2.6,,,46,,
8190676,08/29/1995,8.5,NO,2.6,,,46,,
8190676,09/10/1995,10.25,NO,3.1,,,44,,
8190676,10/30/1995,6.5,NO,2,,,50,,
8189399,06/06/2001,11.5,NO,3.5,,,42,,
8189399,06/18/2001,6.5,NO,2,,,50,,
8189399,07/03/2001,9.5,NO,2.9,,,45,,
8189399,07/13/2001,9.75,NO,3,,,44,,
8189399,07/31/2001,6.25,NO,1.9,,,51,,
8189399,08/17/2001,7,NO,2.1,,,49,,
7000068,08/29/2001,,,,2.2,,,,41
8188599,08/29/2001,8.5,NO,2.6,,,46,,
8189399,05/22/2002,14,NO,4.3,,,39,,
8189399,06/05/2002,13.5,NO,4.1,,,40,,
8189399,07/08/2002,10.5,NO,3.2,,,43,,
8189399,07/31/2002,7.5,NO,2.3,,,48,,
8189399,09/15/2002,9.25,NO,2.8,,,45,,
8189399,05/30/2003,14.5,NO,4.4,,,39,,
8189399,06/18/2003,14,NO,4.3,,,39,,
8189399,07/06/2003,9,NO,2.7,,,45,,
8189399,07/30/2003,7,NO,2.1,,,49,,
8189399,08/15/2003,11,NO,3.3,,,43,,
8189399,09/06/2003,11.5,NO,3.5,,,42,,
8189399,06/04/2004,14,NO,4.3,,,39,,
8189399,06/17/2004,13,NO,4,,,40,,
8189399,07/10/2004,9,NO,2.7,,,45,,
8189399,07/20/2004,10,NO,3,,,44,,
8189399,07/29/2004,7,NO,2.1,,,49,,
8189399,08/14/2004,6,NO,1.8,,,51,,
8189399,09/04/2004,9,NO,2.7,,,45,,
8191272,05/22/2005,13,NO,4,,,40,,
8191272,06/05/2005,12.25,NO,3.7,,,41,,
8191272,06/19/2005,11.5,NO,3.5,4.18,25,42,53,46
8191272,07/03/2005,12.5,NO,3.8,,,41,,
8191272,07/14/2005,10.25,NO,3.1,,,44,,
8191272,07/17/2005,,,,3.31,16,,50,44
8191272,07/31/2005,10.25,NO,3.1,,,44,,
8191272,08/14/2005,7.5,NO,2.3,7.03,22,48,52,50
8191272,08/28/2005,7.25,NO,2.2,,,49,,
8191272,09/11/2005,5.25,NO,1.6,13.3,24,53,53,54
8191272,09/26/2005,4.25,NO,1.3,,,56,,
8191272,10/10/2005,4,NO,1.2,17.1,18,57,51,56
8191272,10/23/2005,3.5,NO,1.1,,,59,,
8191272,05/01/2006,12.25,NO,3.7,,20,41,51,
