Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI
41731863,07/19/1978,4,YES,1.2,,,57,,
41731863,02/13/1980,,,,,,,,
1,09/09/1980,26.2,,8,2,,30,,40
1,09/14/1981,8.2,,2.5,5,,47,,47
1,04/17/1995,,,,2.34,10,,46,41
1,06/21/1995,,,,2.08,23,,52,40
1,07/25/1995,,,,0.37,16,,50,27
1,08/22/1995,,,,0.73,14,,49,32
1,09/21/1995,,,,1.75,11,,47,39
1,10/17/1995,,,,1.84,13,,48,39
8188525,08/18/1999,4.9,,1.5,1.06,14,54,49,35
7000045,05/05/2004,4.264,NO,1.3,,17,55,50,
7000045,08/03/2004,4.5,NO,1.4,,15,55,49,
17612335,09/07/2006,6,NO,1.8,,,51,,
17612335,09/21/2006,6,NO,1.8,,,51,,
17612335,09/23/2006,5,NO,1.5,,,54,,
16097450,10/07/2006,7,YES,2.1,,,49,,
17612335,05/01/2007,9,YES,2.7,,,45,,
17612335,05/31/2007,9,YES,2.7,,,45,,
17612335,06/10/2007,9,YES,2.7,,,45,,
17612335,06/28/2007,9.5,YES,2.9,,,45,,
17612335,07/09/2007,10,NO,3,,,44,,
17612335,07/20/2007,10,NO,3,,,44,,
17612335,08/04/2007,10,NO,3,,,44,,
17612335,08/18/2007,10,NO,3,,,44,,
17612335,09/11/2007,10,NO,3,,,44,,
17612335,09/22/2007,10.5,NO,3.2,,,43,,
17612335,10/05/2007,10.5,NO,3.2,,,43,,
25584670,09/21/2008,11.25,NO,3.4,,,42,,
25584670,05/22/2009,10.1,NO,3.1,,,44,,
25584670,06/22/2010,7.5,NO,2.3,,,48,,
7000045,08/09/2016,3.9,Y,1.2,1.42,28.6,57,54,37
81537482,08/09/2016,3.77,YES,1.1,,,58,,
7000045,08/25/2016,3.3,N,1,1.41,21.5,60,52,37
10585089,08/25/2016,3.28,NO,1,,,60,,
7000045,09/15/2016,3.9,NO,1.2,1.18,20.7,57,52,36
