Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI
19207139,06/20/2009,20,NO,6.1,,,34,,
19207139,07/26/2009,11,NO,3.3,,,43,,
19207139,08/09/2009,12,NO,3.6,,,41,,
19207139,08/21/2009,7,NO,2.1,,,49,,
19207139,09/04/2009,9,NO,2.7,,,45,,
19207139,04/11/2010,18.75,NO,5.7,,14,35,49,
19207139,06/27/2010,16,NO,4.9,3.61,17,37,50,45
19207139,07/25/2010,5,NO,1.5,14.5,23,54,52,55
19207139,08/22/2010,7,NO,2.1,,,49,,
19207139,08/29/2010,,,,16,25,,53,56
19207139,04/24/2011,11,NO,3.3,,21,43,52,
19207139,06/25/2011,14,NO,4.3,3.58,15,39,49,44
19207139,07/08/2011,18,NO,5.5,,,35,,
19207139,07/24/2011,14.5,NO,4.4,5.64,16,39,50,48
19207139,08/19/2011,6,NO,1.8,21.1,22,51,52,58
19207139,04/01/2012,20.5,NO,6.2,,16,34,50,
19207139,05/28/2012,15,NO,4.6,,,38,,
19207139,06/24/2012,11,NO,3.3,2.69,16,43,50,42
19207139,07/22/2012,13,NO,4,3.64,15,40,49,45
19207139,07/27/2012,11.25,NO,3.4,,,42,,
19207139,08/19/2012,9.25,NO,2.8,6.04,15,45,49,48
19207139,09/09/2012,11.5,NO,3.5,,,42,,
19207139,05/12/2013,13,NO,4,,23,40,52,
19207139,06/02/2013,21.25,NO,6.5,,,33,,
19207139,06/30/2013,11,NO,3.3,3.22,13.5,43,48,44
19207139,07/21/2013,,,,3.08,14.6,,49,43
19207139,08/17/2013,11,NO,3.3,5.87,13.4,43,48,48
19207139,05/03/2014,11,NO,3.3,,25.6,43,53,
19207139,06/22/2014,15.5,NO,4.7,2.53,10.9,38,47,42
19207139,08/02/2014,10,NO,3,7.29,15.8,44,50,50
19207139,08/15/2014,8,NO,2.4,10.9,19,47,51,53
19207139,04/18/2015,,,,,15.5,,49,
19207139,06/07/2015,19.25,NO,5.9,2.85,15,35,49,43
19207139,07/11/2015,,,,3.7,19.9,,51,45
19207139,07/12/2015,13.5,NO,4.1,,,40,,
19207139,09/05/2015,,,,4.14,20,,51,46
19207139,04/17/2016,20,NO,6.1,,13.2,34,48,
19207139,07/01/2016,14,NO,4.3,2.95,12,39,47,43
19207139,07/31/2016,,,,1.57,39.8,,57,38
19207139,09/05/2016,,,,3.31,15.8,,50,44
19207139,07/03/2017,,,,1.58,18.6,,51,38
19207139,07/16/2017,15.75,NO,4.8,,,37,,
19207139,07/30/2017,15.25,NO,4.6,2.49,22.7,38,52,42
19207139,09/04/2017,12,NO,3.6,,,41,,
