Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI
1,07/10/1979,,,,2.99,,,,43
8189636,06/11/1993,13.25,NO,4,,,40,,
8189636,06/20/1993,17,NO,5.2,,,36,,
8189636,07/10/1993,16,NO,4.9,,,37,,
8189636,07/18/1993,14.25,NO,4.3,,,39,,
8189636,07/25/1993,13,NO,4,,,40,,
8189636,08/07/1993,11.25,NO,3.4,,,42,,
8189636,08/17/1993,12.75,NO,3.9,,,40,,
8189636,08/29/1993,13.25,NO,4,,,40,,
8189636,09/06/1993,12.5,NO,3.8,,,41,,
8189636,07/03/1994,15.5,NO,4.7,,,38,,
8189636,08/12/1994,12.25,NO,3.7,,,41,,
8189636,08/20/1994,11.75,NO,3.6,,,42,,
8189636,06/09/1995,16.75,NO,5.1,,,37,,
8189636,06/24/1995,16,NO,4.9,,,37,,
8189636,07/01/1995,13.75,NO,4.2,,,39,,
8189636,07/16/1995,12.5,NO,3.8,,,41,,
8189636,07/22/1995,12,NO,3.6,,,41,,
8189636,07/28/1995,12.75,NO,3.9,,,40,,
8189636,08/05/1995,12,NO,3.6,,,41,,
8189636,08/12/1995,11.75,NO,3.6,,,42,,
8189636,08/21/1995,12.5,NO,3.8,,,41,,
8189636,09/04/1995,12.75,NO,3.9,,,40,,
8189636,09/18/1995,13.25,NO,4,,,40,,
8190249,05/29/1996,9,NO,2.7,,,45,,
8191066,06/08/1996,14,NO,4.3,,,39,,
8189636,06/24/1996,15.5,NO,4.7,,,38,,
8189636,07/06/1996,15,NO,4.6,1.76,15,38,49,39
8191066,07/26/1996,13,NO,4,,,40,,
8189636,08/04/1996,13,NO,4,,,40,,
8191066,08/16/1996,12.25,NO,3.7,,,41,,
8189636,08/21/1996,13,NO,4,2.85,9,40,45,43
8191066,08/30/1996,13.5,NO,4.1,,,40,,
8189636,09/06/1996,12.5,NO,3.8,,,41,,
8189636,09/19/1996,11,NO,3.3,,,43,,
8191066,09/23/1996,9,NO,2.7,,,45,,
8189636,10/05/1996,10,NO,3,7.12,17,44,50,50
8191066,10/08/1996,7.5,NO,2.3,,,48,,
8189636,10/19/1996,10,NO,3,6.95,16,44,50,49
8189636,10/21/1996,11,NO,3.3,,,43,,
1,05/06/1997,9.75,,3,,22,44,52,
8189625,06/17/1997,13,NO,4,,,40,,
8189625,07/01/1997,16,NO,4.9,,,37,,
8189625,07/16/1997,14,NO,4.3,,,39,,
8189625,08/06/1997,12,NO,3.6,,,41,,
8189636,08/21/1997,13,NO,4,,,40,,
8189625,08/22/1997,10,NO,3,3.7,14,44,49,45
8189625,09/04/1997,10,NO,3,,,44,,
8189625,10/16/1997,8.5,NO,2.6,10.1,20,46,51,52
7000119,10/26/1997,10,,3,,28,44,54,
7000119,04/19/1998,10,,3,,31,44,55,
8190070,04/24/1998,11,NO,3.3,,21,43,52,
8189636,06/15/1998,,,,1.8,11,,47,39
8189636,06/16/1998,15,NO,4.6,,,38,,
8189636,07/20/1998,,,,2.15,12,,47,41
8189272,07/22/1998,11,NO,3.3,,,43,,
8189636,08/21/1998,9,NO,2.7,3.02,14,45,49,43
8190070,10/27/1998,12.75,NO,3.9,7.32,15,40,49,50
8189014,06/17/1999,10,NO,3,2.47,10,44,46,42
8189272,07/20/1999,13.5,NO,4.1,0.6,9,40,45,31
8189071,08/25/1999,10,NO,3,0.43,11,44,47,28
8189272,10/14/1999,8,NO,2.4,,,47,,
1,06/06/2000,22.6,,6.9,1,33,32,55,35
8189272,06/19/2000,13,NO,4,1.6,9,40,45,38
8189272,06/27/2000,12,NO,3.6,,,41,,
8189272,07/04/2000,12,NO,3.6,,,41,,
1,07/07/2000,14.1,,4.3,4,12,39,47,45
8189272,07/19/2000,10,NO,3,4,13,44,48,45
8189272,07/29/2000,10,NO,3,,,44,,
1,08/02/2000,15.4,,4.7,1.8,18,38,51,39
8189272,08/14/2000,13,NO,4,1.8,14,40,49,39
8189272,08/21/2000,12,NO,3.6,,,41,,
1,10/10/2000,10.8,,3.3,7,23,43,52,50
8189272,10/11/2000,11,NO,3.3,6,25,43,53,48
8189628,05/20/2001,13,NO,4,,,40,,
7000068,06/05/2001,,,,2.5,,,,42
8189628,06/27/2001,10,NO,3,1.4,15,44,49,37
7000068,07/02/2001,,,,2.3,18,,51,41
8189625,07/08/2001,9.5,NO,2.9,,,45,,
8189625,07/23/2001,8,NO,2.4,,,47,,
8189272,07/26/2001,5,NO,1.5,6,22,54,52,48
8189625,08/08/2001,6,NO,1.8,,,51,,
7000068,08/14/2001,,,,5.8,23,,52,48
8189272,08/22/2001,8,NO,2.4,1.7,29,47,54,39
8189625,08/24/2001,9,NO,2.7,,,45,,
8189625,09/10/2001,8,NO,2.4,,,47,,
8189625,09/27/2001,6,NO,1.8,,,51,,
7000068,10/11/2001,,,,7,24,,53,50
8189625,10/12/2001,12,NO,3.6,,,41,,
1,10/29/2001,11,NO,3.3,10,19,43,51,52
7000068,06/12/2002,,,,1.68,15,,49,39
1,07/15/2002,16,NO,4.9,0.41,,37,,28
7000068,07/16/2002,,,,1.36,11,,47,37
8189014,08/14/2002,10.5,NO,3.2,,,43,,
1,08/16/2002,13,NO,4,2.66,12,40,47,42
7000068,08/26/2002,,,,3.35,13,,48,44
1,10/11/2002,10,NO,3,5.6,26,44,53,48
7000068,10/16/2002,,,,6.74,22,,52,49
1,05/17/2003,10.5,NO,3.2,,,43,,
8188655,06/11/2003,18,NO,5.5,,,35,,
1,06/24/2003,15,NO,4.6,2.57,10,38,46,42
8188655,06/28/2003,14,NO,4.3,,,39,,
1,07/09/2003,19,NO,5.8,1.7,10,35,46,39
8188655,07/16/2003,16,NO,4.9,,,37,,
8188655,07/22/2003,14.5,NO,4.4,,,39,,
8188655,08/04/2003,12,NO,3.6,,,41,,
8188655,08/13/2003,14.5,NO,4.4,2.07,11,39,47,40
8188655,08/24/2003,12.5,NO,3.8,,,41,,
8188655,08/31/2003,9.5,NO,2.9,,,45,,
8188655,09/07/2003,12,NO,3.6,,,41,,
8188655,09/16/2003,12,NO,3.6,,,41,,
8188655,09/24/2003,6.5,NO,2,,,50,,
1,10/07/2003,11.6,NO,3.5,10,21,42,52,52
1,05/26/2004,13,NO,4,,17,40,50,
1,06/15/2004,11,NO,3.3,4.62,13,43,48,46
8188655,06/30/2004,11,NO,3.3,,,43,,
1,07/10/2004,10,NO,3,10.6,15,44,49,53
8188655,07/15/2004,9,NO,2.7,,,45,,
8188655,07/30/2004,11,NO,3.3,,,43,,
8188655,08/03/2004,11,NO,3.3,,,43,,
1,08/13/2004,8,NO,2.4,4.26,16,47,50,46
8188655,09/04/2004,10,NO,3,,,44,,
8188655,09/12/2004,11,NO,3.3,,,43,,
1,10/09/2004,9,NO,2.7,9.05,25,45,53,51
8188655,10/10/2004,9,NO,2.7,,,45,,
8188655,05/25/2005,,,,,16,,50,
8188655,06/18/2005,,,,1.83,11,,47,39
8188655,07/19/2005,,,,3.05,17,,50,43
11933640,06/30/2006,,,,2.04,8,,44,40
11933640,07/31/2006,,,,5.06,10,,46,47
11933640,08/31/2006,,,,2.71,18,,51,42
35027269,06/21/2010,9.5,NO,2.9,,,45,,
43061320,06/21/2010,13.4,NO,4.1,2.74,11,40,47,42
35515521,07/08/2010,12.5,NO,3.8,,,41,,
43061320,07/12/2010,16.4,NO,5,2.37,13,37,48,41
35515521,07/30/2010,12.5,NO,3.8,,,41,,
35515521,08/03/2010,13.5,NO,4.1,,,40,,
43061320,08/09/2010,16.1,NO,4.9,2.51,14,37,49,42
35515521,08/23/2010,10.5,NO,3.2,,,43,,
43061320,11/01/2010,16.4,NO,5,6.6,23,37,52,49
35515521,06/06/2011,12,NO,3.6,,,41,,
43061320,06/07/2011,15.7,NO,4.8,2.25,13,37,48,41
35515521,07/07/2011,11,NO,3.3,,,43,,
43061320,07/12/2011,14.1,NO,4.3,3.86,17,39,50,45
35515521,07/26/2011,9.5,NO,2.9,,,45,,
43061320,08/08/2011,11.8,NO,3.6,3.23,17,42,50,44
43061320,10/31/2011,11.8,NO,3.6,9.13,23,42,52,52
35515521,05/23/2012,12,NO,3.6,,,41,,
35515521,06/07/2012,13,NO,4,,,40,,
58058836,06/13/2012,16.4,,5,2.32,17,37,50,41
58058836,07/02/2012,18.4,NO,5.6,2.12,14,35,49,40
35515521,07/10/2012,13,NO,4,,,40,,
35515521,08/02/2012,10,NO,3,,,44,,
58058836,08/02/2012,13.4,NO,4.1,4.07,14,40,49,45
58058836,10/24/2012,14.8,NO,4.5,11.3,25,38,53,53
35027571,06/11/2013,10,NO,3,,,44,,
35515521,07/07/2013,11,NO,3.3,,,43,,
35515521,08/22/2013,12,NO,3.6,,,41,,
35515521,06/29/2014,13,NO,4,,,40,,
1,05/03/2016,9.5,N,2.9,3.3,21.2,45,52,44
1,06/08/2016,,,,,,,,
1,06/10/2016,,,,,,,,
1,06/12/2016,,,,,,,,
1,06/14/2016,,,,,,,,
1,06/15/2016,,,,,,,,
1,06/21/2016,10.5,N,3.2,3.13,20.8,43,52,43
1,06/28/2016,,,,,,,,
1,07/05/2016,,,,,,,,
1,07/15/2016,,,,,,,,
1,07/20/2016,11.8,N,3.6,1.47,16.6,42,50,38
1,08/24/2016,,,,,,,,
16073539,08/24/2016,10.8,N,3.3,3.09,20,43,51,43
1,10/27/2016,8.5,N,2.6,4.96,29.2,46,54,47
1,02/21/2017,24.8,0,7.5,,16.4,31,50,
138829750,07/08/2017,11.25,NO,3.4,,,42,,
