Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI
1,07/19/1988,7.2,,2.2,5,9,49,45,47
1,08/22/1988,5.6,,1.7,7,164,52,68,50
1,04/13/1989,11.5,,3.5,,8,42,44,
1,06/19/1989,8.5,,2.6,3,70,46,61,43
1,07/25/1989,5.2,,1.6,6,17,53,50,48
1,08/23/1989,8.2,,2.5,,13,47,48,
1,04/20/1999,,,,10.5,12,,47,53
1,06/18/1999,,,,2.44,13,,48,42
1,07/12/1999,,,,4.34,13,,48,46
1,08/09/1999,,,,4.1,25,,53,45
1,04/12/2000,,,,5,,,,47
1,06/15/2000,,,,3.8,,,,45
1,07/12/2000,,,,1.8,12,,47,39
1,08/16/2000,,,,3,,,,43
8188630,04/24/2001,,,,4.5,20,,51,46
1,06/20/2001,,,,4.4,,,,46
1,07/20/2001,,,,4.7,,,,46
1,08/21/2001,,,,4.7,,,,46
8188630,04/17/2002,,,,1,13,,48,35
8188630,06/11/2002,,,,0.98,14,,49,35
1,07/09/2002,,,,1.82,15,,49,39
1,08/08/2002,,,,1.07,20,,51,35
1,04/23/2003,,,,6.58,16,,50,49
1,06/11/2003,,,,6.01,33,,55,48
1,07/08/2003,,,,7.71,29,,54,50
1,08/19/2003,,,,6.25,20,,51,49
1,04/13/2004,,,,10.1,27,,54,52
8188630,06/08/2004,,,,6.52,19,,51,49
8188630,07/15/2004,,,,3.72,20,,51,45
8188630,08/17/2004,,,,14.7,26,,53,55
1,06/08/2005,,,,3.62,15,,49,45
1,07/14/2005,,,,4.44,22,,52,46
1,08/24/2005,,,,3.81,25,,53,45
1,04/10/2006,,,,2.38,12,,47,41
1,06/13/2006,,,,1.24,9,,45,36
1,07/25/2006,,,,6.25,33,,55,49
1,08/29/2006,,,,5.27,24,,53,47
8188630,04/17/2007,,,,,,,,
8188630,04/23/2008,,,,4.22,24,,53,46
8188630,06/24/2008,,,,4.21,18,,51,46
8188630,07/24/2008,,,,3.52,18,,51,44
8188630,08/25/2008,,,,8.27,19,,51,51
8188630,04/08/2010,,,,2.01,5,,41,40
8188630,06/24/2010,,,,1.3,14,,49,37
8188630,07/27/2010,,,,9.34,16,,50,52
8188630,08/26/2010,,,,13.7,29,,54,55
1,06/19/2012,,,,1.33,17,,50,37
1,07/25/2012,,,,4.84,19,,51,47
1,08/17/2012,,,,6.44,16,,50,49
1,09/19/2012,,,,4.72,19,,51,47
1,06/16/2014,,,,2.39,16,,50,41
1,07/24/2014,,,,2.65,15.8,,50,42
1,08/22/2014,,,,3.48,13.7,,48,44
1,06/28/2016,,,,3.04,22,,52,43
1,07/27/2016,,,,3.53,15.8,,50,44
1,08/23/2016,,,,3.81,32.1,,55,45
