Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI
33545679,04/22/2010,2.17,NO,0.7,33.9,62,66,60,61
18657929,05/06/2010,3.3,NO,1,48.1,70,60,61,64
33545679,05/06/2010,3.33,NO,1,,,60,,
33545677,05/17/2010,2.66,NO,0.8,9.37,106,63,64,52
33545679,05/17/2010,2.66,NO,0.8,,,63,,
33545679,06/02/2010,3.75,NO,1.1,17.7,73,58,61,57
33545679,06/15/2010,2.67,NO,0.8,30.5,103,63,64,61
33545679,06/28/2010,2.58,NO,0.8,31.8,107,63,64,61
18657929,07/14/2010,2.92,NO,0.9,26,83,62,62,59
33545679,07/14/2010,2.92,NO,0.9,,,62,,
33545679,07/26/2010,2.75,NO,0.8,30.3,130,59,66,61
33545679,08/12/2010,2.67,NO,0.8,20.1,139,63,66,57
33545679,08/26/2010,2.58,NO,0.8,23.7,114,63,65,59
33545677,09/08/2010,,,,16.5,101,,64,56
33545679,09/08/2010,2.75,NO,0.8,,,63,,
33545677,09/27/2010,,,,12.4,118,,65,54
33545677,04/25/2011,2.58,NO,0.8,7.63,71,63,61,50
18657929,05/05/2011,3.5,NO,1.1,10.5,68,59,61,53
33545677,05/05/2011,,,,,,,,
33545677,05/16/2011,2.75,NO,0.8,34.4,72,63,61,62
33545677,06/01/2011,2.25,NO,0.7,56.4,79,65,62,65
33545677,06/13/2011,2.42,NO,0.7,,,64,,
33545679,06/13/2011,2.42,NO,0.7,8.35,57,64,59,51
33545677,06/29/2011,2.75,NO,0.8,20.1,95,63,63,57
33545677,07/14/2011,3.5,NO,1.1,34.9,70,59,61,62
33545677,07/28/2011,2.58,NO,0.8,60.2,98,63,64,66
33545677,08/11/2011,2.5,NO,0.8,48.4,85,64,63,64
33545677,08/24/2011,3.2,NO,1,44.8,75,60,62,64
33545677,09/08/2011,2.25,NO,0.7,33.4,72,65,61,61
18657929,09/22/2011,3.25,NO,1,26.8,56,60,59,60
33545677,09/22/2011,3.25,NO,1,,,60,,
33545677,04/18/2012,1.3,NO,0.4,50.4,83,73,62,64
33545677,05/09/2012,2.25,NO,0.7,4.76,79,65,62,47
33545677,05/15/2012,2.33,NO,0.7,18.9,75,63,62,57
33545677,05/31/2012,2.2,NO,0.7,28.6,75,65,62,60
33545677,06/12/2012,2,,0.6,45.4,73,67,61,64
33545677,06/28/2012,2.17,NO,0.7,70.1,86,66,63,67
33545677,07/13/2012,,,,58.1,85,,63,66
33545677,07/25/2012,1.5,NO,0.5,63.8,103,71,64,66
33545677,08/09/2012,1.75,NO,0.5,64.1,85,69,63,66
33545677,08/23/2012,1.92,NO,0.6,90.1,89,68,63,69
33545677,09/05/2012,1.83,NO,0.6,37.1,75,68,62,62
33545677,09/20/2012,2,NO,0.6,33.8,75,67,62,61
33545677,04/30/2013,,,,20.8,74.6,,62,58
33545677,05/15/2013,1.8,N,0.5,74.4,77.5,69,62,67
33545677,05/28/2013,2,NO,0.6,33.2,89.2,67,63,61
33545677,06/12/2013,3,NO,0.9,4.6,93.9,61,63,46
33545677,06/26/2013,1.75,NO,0.5,9.3,128,69,66,52
33545677,07/09/2013,2.58,NO,0.8,26.2,122,63,65,59
33545677,07/23/2013,2.83,NO,0.9,28.3,91.9,62,63,60
33545677,08/08/2013,1.67,NO,0.5,79.9,111,70,65,68
33545677,08/21/2013,2,NO,0.6,28.3,85,67,63,60
33545677,09/04/2013,3.33,NO,1,24.6,63.8,60,60,59
33545677,09/19/2013,2.8,NO,0.9,54.4,66.3,62,61,65
99925434,04/18/2015,2.5,NO,0.8,,,64,,
99925434,06/27/2015,2.75,NO,0.8,,,63,,
99925434,08/31/2015,2.75,NO,0.8,,,63,,
99925434,09/09/2015,2.75,NO,0.8,,,63,,
99924705,11/03/2015,4.5,NO,1.4,,,55,,
7505218,06/20/2017,2.25,NO,0.7,,,65,,
7505218,07/20/2017,2.5,NO,0.8,,,64,,
7505218,08/08/2017,2,NO,0.6,,,67,,
7505218,09/12/2017,2.3,NO,0.7,,,65,,
