Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI
1,09/23/1992,,,,4.12,9,,45,46
1,02/02/1993,,,,,9,,45,
1,05/20/1993,,,,4.83,20,,51,47
1,08/17/1993,,,,4.06,6,,42,45
1,10/06/1993,,,,7.23,8,,44,50
1,01/24/1994,,,,,15,,49,
1,05/03/1994,,,,5.35,13,,48,47
8190880,05/03/1994,9,NO,2.7,,,45,,
8190880,06/21/1994,11,NO,3.3,,,43,,
1,08/03/1994,27.9,,8.5,3.89,5,29,41,45
8190880,08/03/1994,8.5,NO,2.6,,,46,,
1,09/22/1994,,,,3.57,5,,41,44
8190880,09/22/1994,8,NO,2.4,,,47,,
1,07/26/2016,7.1,N,2.2,2.65,10.5,49,46,42
125961548,04/29/2017,9.5,NO,2.9,,,45,,
125961548,05/01/2017,9.5,NO,2.9,,,45,,
125961548,06/01/2017,15.5,NO,4.7,,,38,,
125961548,07/24/2017,9.5,NO,2.9,,,45,,
125961548,08/28/2017,10,NO,3,,,44,,
