Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI
145446225,07/18/2014,3,NO,0.9,,,61,,
145446225,05/21/2015,5.5,NO,1.7,,,53,,
145446225,06/21/2015,4.5,NO,1.4,,,55,,
82607229,07/17/2015,2.5,NO,0.8,66.4,67.5,64,61,67
82607229,08/12/2015,2,NO,0.6,67.9,75.3,67,62,67
145446225,08/15/2015,2,NO,0.6,,,67,,
82607229,09/02/2015,3,NO,0.9,49.8,74.4,61,62,64
145446225,05/06/2016,9,NO,2.7,,,45,,
145446225,06/09/2016,5,NO,1.5,,,54,,
145446225,09/03/2016,2.5,NO,0.8,,,64,,
145446225,05/26/2017,7,NO,2.1,,,49,,
