Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI
1,07/30/1979,,,,,,,,
8190917,08/11/1993,4,NO,1.2,,,57,,
8190404,08/25/1994,4.5,NO,1.4,,,55,,
8190404,09/08/1994,4.75,NO,1.4,,,55,,
8190477,08/23/1995,7,NO,2.1,,,49,,
1,06/05/2000,4.9,,1.5,1,27,54,54,35
1,07/06/2000,4.9,,1.5,2.2,24,54,53,41
1,08/01/2000,3.6,,1.1,3.8,23,59,52,45
1,10/09/2000,6.2,,1.9,2,24,51,53,40
7000068,06/11/2001,5.6,NO,1.7,4,26,52,53,45
7000068,07/17/2001,,,,4,24,,53,45
7000068,08/20/2001,,,,6,35,,56,48
7000068,10/16/2001,,,,3,26,,53,43
7000068,06/10/2002,,,,3.32,27,,54,44
7000068,07/15/2002,,,,5,27,,54,47
7000068,08/20/2002,,,,5.75,21,,52,48
7000068,10/14/2002,,,,2.29,26,,53,41
43061320,06/22/2010,7.9,NO,2.4,5.22,13,47,48,47
43061320,07/13/2010,8.2,NO,2.5,4.76,14,47,49,47
43061320,08/10/2010,8.9,NO,2.7,5.73,17,46,50,48
43061320,10/11/2010,5.2,NO,1.6,28.4,27,53,54,60
7000056,06/08/2011,2.3,NO,0.7,4.64,35,65,56,46
43061320,06/08/2011,,,,,,,,
43061320,07/13/2011,4.6,NO,1.4,6.65,33,55,55,49
43061320,08/09/2011,4.9,,1.5,3.64,25,54,53,45
43061320,10/24/2011,3.3,NO,1,3.63,27,60,54,45
58058836,06/14/2012,5.9,,1.8,7.05,26,52,53,50
58058836,07/05/2012,7.2,NO,2.2,7.68,25,49,53,50
58058836,08/07/2012,5.2,NO,1.6,5.68,24,53,53,48
58058836,10/31/2012,3.9,NO,1.2,1.11,25,57,53,36
1,05/04/2016,2.6,N,0.8,1.15,30.5,63,55,36
1,06/21/2016,2.8,N,0.9,2.23,30.6,62,55,41
1,07/21/2016,2.7,N,0.8,2.12,32.7,63,55,40
1,08/24/2016,,,,,,,,
16073539,08/24/2016,3.3,N,1,2.03,25.9,60,53,40
1,11/02/2016,2.3,NO,0.7,0.526,31.1,65,55,30
1,02/20/2017,19,N,5.8,,33.5,35,55,
