Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI
82373456,07/03/2013,7.25,NO,2.2,,,49,,
82373456,07/16/2013,8,NO,2.4,,,47,,
82373456,08/22/2013,9.25,NO,2.8,,,45,,
82373456,09/03/2013,9,NO,2.7,,,45,,
82373456,09/23/2013,9.25,NO,2.8,,,45,,
82373456,07/02/2014,9.25,NO,2.8,,,45,,
82373456,08/14/2014,10.5, ,3.2,,,43,,
82373456,08/20/2015,13,NO,4,,,40,,
82198302,06/27/2017,,,,5.34,16.8,,50,47
82373456,06/27/2017,9.8,NO,3,,,44,,
82373456,07/25/2017,8.6,NO,2.6,3.48,13,46,48,44
82198302,08/25/2017,,,,2.48,10.3,,46,42
82373456,08/25/2017,11.2,NO,3.4,,,42,,
