Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI
8190385,07/07/1990,4.25,NO,1.3,,,56,,
8190385,07/13/1990,3.5,NO,1.1,,,59,,
8190385,07/20/1990,2.5,NO,0.8,,,64,,
8190385,07/28/1990,2.25,NO,0.7,,,65,,
8191118,08/03/1990,2.25,NO,0.7,,,65,,
8191118,08/10/1990,2.5,NO,0.8,,,64,,
8191118,08/19/1990,3.25,NO,1,,,60,,
8191118,08/25/1990,4.25,NO,1.3,,,56,,
8191118,08/31/1990,4.25,NO,1.3,,,56,,
8190385,09/07/1990,4.25,NO,1.3,,,56,,
8190385,09/15/1990,4.25,NO,1.3,,,56,,
8190385,09/21/1990,3,NO,0.9,,,61,,
8190385,09/28/1990,2.5,NO,0.8,,,64,,
8190385,10/06/1990,3,NO,0.9,,,61,,
8190385,10/12/1990,2.25,NO,0.7,,,65,,
8190385,10/19/1990,2,NO,0.6,,,67,,
8190385,10/26/1990,1.75,NO,0.5,,,69,,
8190137,11/05/1990,3,NO,0.9,,,61,,
8190137,04/26/1991,3.5,NO,1.1,,,59,,
8190137,05/02/1991,3,NO,0.9,,,61,,
8190137,05/10/1991,3.8,NO,1.2,,,58,,
8190137,05/17/1991,3.2,NO,1,,,60,,
8190385,05/31/1991,3.75,NO,1.1,,,58,,
8190385,06/07/1991,2,NO,0.6,,,67,,
8190385,06/14/1991,2.25,NO,0.7,,,65,,
8190385,06/21/1991,2.25,NO,0.7,,,65,,
8189786,06/28/1991,3.75,NO,1.1,,,58,,
8189786,07/05/1991,2.5,NO,0.8,,,64,,
8190385,07/12/1991,2.25,NO,0.7,,,65,,
8190385,07/20/1991,2,NO,0.6,,,67,,
8190385,08/04/1991,2.25,NO,0.7,,,65,,
8190385,08/09/1991,2.5,NO,0.8,,,64,,
8190385,08/16/1991,3,NO,0.9,,,61,,
8190400,08/22/1991,3,NO,0.9,,,61,,
8190385,08/23/1991,2.5,NO,0.8,,,64,,
8190385,08/30/1991,2.25,NO,0.7,,,65,,
8189786,09/06/1991,4.5,NO,1.4,,,55,,
8190385,09/27/1991,3.5,NO,1.1,,,59,,
8190385,10/04/1991,2.5,NO,0.8,,,64,,
8190385,10/11/1991,3.75,NO,1.1,,,58,,
8190385,10/18/1991,3.75,NO,1.1,,,58,,
8190385,10/25/1991,3.75,NO,1.1,,,58,,
8190385,04/19/1992,3.75,NO,1.1,,,58,,
8190385,04/30/1992,4,NO,1.2,,,57,,
8190385,05/15/1992,4.2,NO,1.3,,,56,,
8190385,06/05/1992,4.3,NO,1.3,,,56,,
8190385,06/12/1992,4.5,NO,1.4,,,55,,
8190385,06/26/1992,3.3,NO,1,,,60,,
8190400,07/15/1992,5.25,NO,1.6,,,53,,
8190385,07/24/1992,2.75,NO,0.8,,,63,,
8190385,07/31/1992,2.75,NO,0.8,,,63,,
8190385,08/11/1992,3,NO,0.9,,,61,,
8190385,08/14/1992,3.25,NO,1,,,60,,
8190385,08/24/1992,3,NO,0.9,,,61,,
8190385,08/31/1992,3.25,NO,1,,,60,,
8190385,09/09/1992,5,NO,1.5,,,54,,
8190385,09/22/1992,4,NO,1.2,,,57,,
8190385,09/25/1992,4.5,NO,1.4,,,55,,
8190385,10/02/1992,4.5,NO,1.4,,,55,,
8190385,10/12/1992,3.99,NO,1.2,,,57,,
8190385,10/16/1992,3.25,NO,1,,,60,,
8190385,10/23/1992,3.5,NO,1.1,,,59,,
8190558,05/14/1993,3.5,NO,1.1,,,59,,
8190558,05/20/1993,3.25,NO,1,,,60,,
8190558,05/22/1993,3.5,NO,1.1,,,59,,
8190558,05/28/1993,3.25,NO,1,,,60,,
8190558,06/04/1993,3.25,NO,1,,,60,,
8190558,06/11/1993,3,NO,0.9,,,61,,
8190558,06/26/1993,2.5,NO,0.8,,,64,,
8190558,07/03/1993,3,NO,0.9,,,61,,
8190558,07/10/1993,2.5,NO,0.8,,,64,,
8190558,07/16/1993,3.5,NO,1.1,,,59,,
8190558,07/23/1993,3,NO,0.9,,,61,,
8190558,07/30/1993,3,NO,0.9,,,61,,
8190558,08/07/1993,4.75,NO,1.4,,,55,,
8190558,08/13/1993,4,NO,1.2,,,57,,
8190558,08/25/1993,5,NO,1.5,,,54,,
8190558,08/28/1993,5,NO,1.5,,,54,,
8190558,09/03/1993,4.5,NO,1.4,,,55,,
1,09/09/1993,,,,,48,,58,
8190558,09/09/1993,,,,41.1,,,,63
8190558,09/10/1993,4.5,NO,1.4,,,55,,
8190558,09/17/1993,5,NO,1.5,,,54,,
1,09/30/1993,,,,8.33,,,,51
8190558,09/30/1993,3.5,NO,1.1,,50,59,58,
8189786,04/22/1994,3,NO,0.9,,,61,,
8189786,04/30/1994,4,NO,1.2,,,57,,
8189786,05/07/1994,,,,,,,,
8189786,05/15/1994,4.5,NO,1.4,,,55,,
8189786,05/21/1994,5,NO,1.5,,,54,,
8189786,05/29/1994,4,NO,1.2,,,57,,
8189786,06/04/1994,6,NO,1.8,,,51,,
8189786,06/12/1994,4.5,NO,1.4,,,55,,
8189786,06/18/1994,4,NO,1.2,,,57,,
8191118,06/21/1994,4,NO,1.2,13,48,57,58,54
8189786,06/26/1994,4,NO,1.2,,,57,,
8189786,07/05/1994,3.25,NO,1,,,60,,
8189786,07/11/1994,4,NO,1.2,,,57,,
8189786,07/18/1994,4,NO,1.2,,,57,,
8191118,07/18/1994,2.5,NO,0.8,35.7,58,64,60,62
8189786,07/23/1994,4.5,NO,1.4,,,55,,
8189786,07/31/1994,4,NO,1.2,,,57,,
8189786,08/06/1994,4.5,NO,1.4,,,55,,
8189786,08/14/1994,4.5,NO,1.4,,,55,,
8191118,08/15/1994,3,NO,0.9,17.5,41,61,57,56
8189786,08/21/1994,4.5,NO,1.4,,,55,,
8189786,08/28/1994,4.5,NO,1.4,,,55,,
8189786,09/04/1994,4,NO,1.2,,,57,,
8189786,09/11/1994,4,NO,1.2,,,57,,
8189786,09/19/1994,3.5,NO,1.1,,,59,,
8189786,09/25/1994,2.5,NO,0.8,,,64,,
8189786,10/02/1994,3,NO,0.9,,,61,,
8191118,10/03/1994,2,NO,0.6,3.75,89,67,63,45
8189786,10/09/1994,2,NO,0.6,,,67,,
8189786,10/16/1994,2,NO,0.6,,,67,,
