Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI
1,05/09/1978,,,,4,,,,45
1,05/23/1978,,,,2,,,,40
1,06/07/1978,,,,6,,,,48
1,06/20/1978,,,,7,,,,50
1,07/05/1978,,,,4,,,,45
1,07/17/1978,,,,31,,,,61
1,07/25/1978,,,,10,,,,52
1,08/01/1978,,,,18,,,,57
1,08/08/1978,,,,18,,,,57
1,08/15/1978,,,,19,,,,57
1,08/22/1978,,,,13,,,,54
1,08/29/1978,,,,13,,,,54
1,09/05/1978,,,,16,,,,56
1,09/11/1978,,,,21,,,,58
1,09/18/1978,,,,18,,,,57
1,09/25/1978,,,,19,,,,57
1,10/02/1978,,,,20,,,,57
1,01/22/1979,,,,2,32,,55,40
1,02/12/1979,,,,5,,,,47
1,04/23/1979,,,,,157,,67,
1,05/09/1979,,,,4,,,,45
1,05/21/1979,,,,5,,,,47
1,06/04/1979,,,,5,,,,47
1,06/19/1979,,,,12,,,,54
1,07/04/1979,,,,6,,,,48
1,07/17/1979,,,,6,,,,48
1,07/31/1979,,,,9,,,,51
1,08/13/1979,,,,11,,,,53
1,08/28/1979,,,,12,,,,54
1,09/17/1979,,,,13,,,,54
1,10/01/1979,,,,14,,,,55
1,10/15/1979,,,,20,,,,57
1,03/17/1980,,,,,5,,41,
1,04/21/1980,,,,5,15,,49,47
1,05/27/1980,,,,5,17,,50,47
1,06/09/1980,,,,5,17,,50,47
1,06/23/1980,,,,5,15,,49,47
1,06/30/1980,,,,,16,,50,
1,07/07/1980,,,,5,17,,50,47
1,07/21/1980,,,,7,16,,50,50
1,08/04/1980,,,,6,17,,50,48
1,08/18/1980,,,,7,4,,39,50
1,09/02/1980,,,,6,,,,48
1,09/15/1980,,,,5.5,,,,48
1,09/29/1980,,,,5,,,,47
1,10/13/1980,,,,5,,,,47
1,10/27/1980,,,,8,,,,51
1,11/25/1980,,,,8,10,,46,51
1,01/26/1981,,,,,5,,41,
1,02/16/1981,,,,,11,,47,
1,03/16/1981,,,,2,,,,40
1,03/30/1981,,,,3,,,,43
1,04/27/1981,,,,8,,,,51
1,05/10/1981,,,,6,,,,48
1,06/15/1981,,,,,16,,50,
1,07/06/1981,,,,5,,,,47
1,08/03/1981,,,,5,,,,47
1,08/18/1981,,,,5,,,,47
1,09/14/1981,,,,5,,,,47
1,09/28/1981,,,,5,,,,47
1,10/25/1981,,,,5,,,,47
1,08/25/1982,,,,5,14,,49,47
1,04/02/1998,13.4,,4.1,3.57,6,40,42,44
1,06/02/1998,14.1,,4.3,1.66,10,39,46,39
1,07/22/1998,14.4,,4.4,2.14,12,39,47,41
1,08/17/1998,14.8,,4.5,1.92,11,38,47,40
1,09/22/1998,18,,5.5,1.1,7,35,43,36
1,10/19/1998,14.8,,4.5,1.56,,38,,38
17930116,04/06/2002,9.5,,2.9,,,45,,
7000045,04/16/2002,9.5,NO,2.9,,13,45,48,
7000045,08/01/2002,10.5,NO,3.2,2.09,16,43,50,40
17930116,08/01/2002,10.5,NO,3.2,,,43,,
61722328,05/19/2012,15,NO,4.6,,,38,,
61722328,06/02/2012,12,NO,3.6,,,41,,
61722328,06/16/2012,11.75,NO,3.6,,,42,,
61722328,06/30/2012,11,NO,3.3,,,43,,
61722328,07/07/2012,11.25,NO,3.4,,,42,,
61722328,07/22/2012,10,NO,3,,,44,,
61722328,08/05/2012,10,NO,3,,,44,,
61722328,08/18/2012,9.25,NO,2.8,,,45,,
61722328,09/01/2012,12.5,NO,3.8,,,41,,
61722328,09/15/2012,16.75,NO,5.1,,,37,,
61722328,04/20/2013,18.25,NO,5.5,,7,35,43,
61722328,05/05/2013,17.5,NO,5.3,,,36,,
61722328,05/19/2013,18.25,NO,5.5,,,35,,
61722328,06/09/2013,14,NO,4.3,,,39,,
61722328,06/23/2013,10.25,NO,3.1,4.82,16.4,44,50,47
61722328,07/07/2013,8,NO,2.4,,,47,,
61722328,07/28/2013,10,NO,3,3.2,13,44,48,44
61722328,08/11/2013,11.5,NO,3.5,,,42,,
61722328,08/18/2013,11,NO,3.3,3.82,14.6,43,49,45
61722328,08/31/2013,11,NO,3.3,,,43,,
61722328,09/21/2013,14,NO,4.3,,,39,,
61722328,10/06/2013,14,NO,4.3,,,39,,
61722328,04/13/2014,18.5,NO,5.6,,,35,,
61722328,04/26/2014,18,NO,5.5,,23.5,35,53,
61722328,05/18/2014,9.75,NO,3,,,44,,
61722328,05/31/2014,14,NO,4.3,,,39,,
61722328,06/08/2014,14,NO,4.3,,,39,,
61722328,06/22/2014,10,NO,3,5.73,14.1,44,49,48
61722328,07/07/2014,10.5,NO,3.2,,,43,,
1,07/20/2014,,,,2.36,12.1,,47,41
61722328,07/20/2014,11,NO,3.3,,,43,,
61722328,08/04/2014,10.5,NO,3.2,,,43,,
1,08/16/2014,,,,2.94,12.9,,48,43
61722328,08/16/2014,10.5,NO,3.2,2.94,12.9,43,48,43
61722328,09/07/2014,11,NO,3.3,,,43,,
61722328,09/26/2014,19.5,NO,5.9,,,34,,
61722328,10/13/2014,19,NO,5.8,,,35,,
61722328,04/12/2015,11,NO,3.3,,13.7,43,48,
61722328,04/26/2015,10.5,NO,3.2,,,43,,
61722328,05/17/2015,9.5,NO,2.9,,,45,,
61722328,05/31/2015,13.5,NO,4.1,,,40,,
61722328,06/28/2015,11.75,NO,3.6,2.63,12.6,42,48,42
61722328,07/12/2015,10.5,NO,3.2,,,43,,
61722328,07/26/2015,12.5,NO,3.8,1.65,11.6,41,47,39
61722328,08/07/2015,12.5,NO,3.8,,,41,,
61722328,08/21/2015,13.5,NO,4.1,2.69,13.7,40,48,42
61722328,09/13/2015,14.25,NO,4.3,,,39,,
61722328,09/21/2015,18.5,NO,5.6,,,35,,
61722328,10/11/2015,19.25,NO,5.9,,,35,,
61722328,04/17/2016,19.5,YES,5.9,,10.7,34,47,
61722328,05/07/2016,17.25,NO,5.2,,,36,,
61722328,05/22/2016,15,NO,4.6,,,38,,
61722328,06/05/2016,13,NO,4,,,40,,
61722328,06/19/2016,15,NO,4.6,1.52,18.8,38,51,38
61722328,07/09/2016,14.5,NO,4.4,,,39,,
61722328,07/18/2016,10.5,NO,3.2,1.14,13.9,43,49,36
61722328,08/14/2016,10,NO,3,2.13,13.1,44,48,41
