Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI
1,09/18/1980,9.8,,3,16,,44,,56
1,09/13/1981,,,,15,,,,55
8188525,04/22/1986,4.5,NO,1.4,,,55,,
8188525,06/25/1986,9.25,NO,2.8,,,45,,
8190865,07/17/1986,6.75,NO,2.1,,,50,,
8190865,07/30/1986,4,NO,1.2,,,57,,
8190865,08/08/1986,5.75,NO,1.7,,,52,,
8188525,08/13/1986,4.25,NO,1.3,,,56,,
8190865,08/15/1986,4.75,NO,1.4,,,55,,
8190865,08/21/1986,4,NO,1.2,,,57,,
8190865,08/29/1986,4.5,NO,1.4,,,55,,
8190865,09/05/1986,4,NO,1.2,,,57,,
8190865,09/12/1986,1.75,NO,0.5,,,69,,
8190865,09/18/1986,6,NO,1.8,,,51,,
8190865,10/01/1986,5.25,NO,1.6,,,53,,
8190865,10/21/1986,8.25,NO,2.5,,,47,,
8188525,02/25/1987,9.25,NO,2.8,,,45,,
8188525,04/09/1987,4.25,NO,1.3,,,56,,
8190865,05/26/1987,15.5,NO,4.7,,,38,,
8188525,06/02/1987,16,NO,4.9,,,37,,
8190865,06/05/1987,12.75,NO,3.9,,,40,,
8190865,06/17/1987,9.75,NO,3,,,44,,
8190865,07/01/1987,12.75,NO,3.9,,,40,,
8190865,07/17/1987,5.25,NO,1.6,,,53,,
8188525,07/21/1987,5,NO,1.5,,,54,,
8190521,07/23/1987,6,NO,1.8,,,51,,
8190521,07/30/1987,5.5,NO,1.7,,,53,,
8190521,08/06/1987,5,NO,1.5,,,54,,
8190521,08/13/1987,5.5,NO,1.7,,,53,,
8188525,08/18/1987,5.5,NO,1.7,,,53,,
8190521,08/20/1987,6.25,NO,1.9,,,51,,
8190521,08/27/1987,6,NO,1.8,,,51,,
8190521,09/03/1987,5.5,NO,1.7,,,53,,
