Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI
1,05/12/1992,,,,2,16,,50,40
1,06/22/1992,,,,4,15,,49,45
1,07/13/1992,,,,4,13,,48,45
1,09/21/1992,9.9,,3.01,5.97,13,44,48,48
1,10/26/1992,13.6,,4.16,4.53,11,39,47,46
18137361,07/09/2004,10.5,NO,3.2,,,43,,
18137361,08/21/2004,8,NO,2.4,,,47,,
18137361,09/14/2004,10.5,NO,3.2,,,43,,
18137361,11/10/2004,12.5,NO,3.8,,,41,,
18137361,02/08/2005,,,,,,,,
18137361,04/15/2005,12.5,NO,3.8,,,41,,
18137361,06/29/2005,12.5,NO,3.8,,,41,,
18137361,07/21/2005,9,NO,2.7,,,45,,
18137361,08/10/2005,9.5,NO,2.9,,,45,,
18137361,08/31/2005,9.8,NO,3,,,44,,
18137361,09/14/2005,10,NO,3,,,44,,
18137361,11/04/2005,10,NO,3,,,44,,
18137361,04/12/2006,5,NO,1.5,,,54,,
18137361,06/28/2006,11.5,NO,3.5,,,42,,
18137361,07/19/2006,13,NO,4,,,40,,
18137361,09/01/2006,13,NO,4,,,40,,
18137361,09/07/2006,11,NO,3.3,,,43,,
18137361,09/16/2006,11,NO,3.3,,,43,,
19382203,07/01/2008,10.75,NO,3.3,3.33,14,43,49,44
19382203,08/11/2008,10.5,NO,3.2,3.78,18,43,51,45
18137361,08/13/2008,,,,,,,,
19382203,09/17/2008,10.75,NO,3.3,4.53,14,43,49,46
19382203,05/15/2009,15.5,NO,4.7,,20,38,51,
19382203,06/25/2009,13.75,NO,4.2,2.97,29,39,54,43
19382203,07/28/2009,13.5,NO,4.1,2.94,13,40,48,43
19382203,08/31/2009,11.75,NO,3.6,3.82,16,42,50,45
19382203,05/28/2010,11,NO,3.3,,20,43,51,
19382203,06/28/2010,19.5,NO,5.9,3.27,11,34,47,44
19382203,07/26/2010,13.25,NO,4,3.86,14,40,49,45
19382203,09/01/2010,12.75,NO,3.9,6.04,22,40,52,48
19382203,06/16/2011,16.7,NO,5.1,2.08,16,37,50,40
19382203,07/13/2011,17.5,NO,5.3,4.56,16,36,50,46
19382203,09/07/2011,9.5,NO,2.9,4.85,19,45,51,47
18137361,04/04/2012,17,NO,5.2,,32,36,55,
19382213,07/21/2012,,,,3.14,17,,50,43
19382213,08/31/2012,,,,2.94,21,,52,43
109377339,08/16/2013,,,,2.17,12.6,,48,41
109377339,07/11/2014,11.9,NO,3.6,,,41,,
19382216,08/07/2014,,,,2.53,15.2,,49,42
109377339,08/07/2014,10.1,NO,3.1,,,44,,
109377339,08/08/2014,10.1,NO,3.1,,,44,,
18137361,04/14/2015,8.5,NO,2.6,,28.9,46,54,
1,06/25/2015,,,,3.85,5.6,,42,45
109377339,06/25/2015,,NO,,,,,,
109377339,07/17/2015,13,NO,4,2.89,10.5,40,46,43
109377339,08/24/2015,10,NO,3,4.78,11.1,44,47,47
18137361,03/22/2016,7.5,NO,2.3,,34.9,48,56,
109377339,06/24/2016,,,,5.96,24.6,,53,48
109377339,07/18/2016,,,,1.76,14.7,,49,39
36799357,08/17/2016,,,,3.05,22,,52,43
109377339,07/02/2017,8,NO,2.4,5.79,22.3,47,52,48
109377339,07/23/2017,12,NO,3.6,3.39,27,41,54,44
109377339,09/04/2017,7,NO,2.1,9.85,26.2,49,53,52
