Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI
8191056,05/28/1990,24,NO,7.3,,,31,,
8191056,06/24/1990,15,NO,4.6,,,38,,
8191056,07/15/1990,15,NO,4.6,,,38,,
8191056,09/03/1990,13.5,NO,4.1,,,40,,
1,05/12/1992,,,,3,14,,49,43
8191056,06/19/1992,20,NO,6.1,,,34,,
1,06/22/1992,,,,1,20,,51,35
8191056,07/04/1992,20,NO,6.1,,,34,,
1,07/14/1992,,,,3,99,,64,43
1,09/21/1992,14.9,,4.54,3.99,9,38,45,45
1,10/26/1992,18.9,,5.75,2.28,7,35,43,41
8190059,07/18/1993,14.5,NO,4.4,,,39,,
8190059,08/01/1993,13.75,NO,4.2,,,39,,
8190059,08/22/1993,14,NO,4.3,,,39,,
8190059,09/05/1993,15,NO,4.6,,,38,,
8190059,06/24/1994,16,NO,4.9,,,37,,
8190059,07/09/1994,16,NO,4.9,,,37,,
8190059,07/16/1996,11,NO,3.3,2.77,10,43,46,43
1,08/04/1996,,,,2.14,10,,46,41
8190059,08/04/1996,14.25,NO,4.3,,,39,,
8190059,09/03/1996,13,NO,4,2.92,,40,,43
1,06/17/1997,,,,,13,,48,
8190059,08/16/1998,,,,3.89,23,,52,45
8188626,09/12/2003,12.25,NO,3.7,,,41,,
8188626,09/27/2003,,NO,,,,,,
8188626,09/28/2003,,NO,,,,,,
8188626,10/04/2003,12.25,NO,3.7,,,41,,
8188626,10/17/2003,13,NO,4,,,40,,
18137361,04/14/2004,19,NO,5.8,,,35,,
7000090,04/19/2004,,,,,18,,51,
8188626,05/09/2004,14,NO,4.3,,,39,,
8188626,05/29/2004,9,NO,2.7,,,45,,
8188626,06/11/2004,,,,,,,,
8188626,06/25/2004,14,NO,4.3,,,39,,
18137361,06/25/2004,14,NO,4.3,,,39,,
8188626,07/01/2004,10.5,NO,3.2,,,43,,
8188626,07/10/2004,9,NO,2.7,,,45,,
8188626,07/19/2004,9.5,NO,2.9,,,45,,
8188626,07/31/2004,9,NO,2.7,,,45,,
8188626,08/06/2004,8.75,NO,2.7,,,46,,
7000090,08/09/2004,8,NO,2.4,4.07,15,47,49,45
18137361,08/09/2004,8,NO,2.4,,,47,,
8188626,08/15/2004,9,NO,2.7,,,45,,
8188626,08/21/2004,10.75,NO,3.3,,,43,,
18137361,08/21/2004,11,NO,3.3,,,43,,
8188626,09/03/2004,11.75,NO,3.6,,,42,,
18137361,09/17/2004,9,NO,2.7,,,45,,
8188626,09/18/2004,10,NO,3,,,44,,
8188626,11/06/2004,12,NO,3.6,,,41,,
18137361,11/10/2004,10.5,NO,3.2,,,43,,
18137361,02/08/2005,,,,,,,,
18137361,04/18/2005,15,NO,4.6,,,38,,
8188626,06/04/2005,10.5,NO,3.2,,,43,,
8188626,06/18/2005,11.5,NO,3.5,,,42,,
18137361,07/02/2005,12,NO,3.6,,,41,,
18137361,07/15/2005,13.5,NO,4.1,,,40,,
18137361,07/19/2005,12,NO,3.6,,,41,,
8191334,07/31/2005,10,NO,3,,,44,,
8191334,08/13/2005,9,NO,2.7,,,45,,
18137361,08/15/2005,7.5,NO,2.3,,,48,,
8191334,08/27/2005,9,NO,2.7,,,45,,
18137361,09/02/2005,9.5,NO,2.9,,,45,,
8191334,09/16/2005,13,NO,4,,,40,,
18137361,09/19/2005,12,NO,3.6,,,41,,
18137361,11/04/2005,8,NO,2.4,,,47,,
8191334,11/05/2005,11,NO,3.3,,,43,,
18137361,04/12/2006,13.5,NO,4.1,,,40,,
8191334,06/17/2006,15,NO,4.6,,,38,,
8191334,06/24/2006,24,NO,7.3,,,31,,
18137361,07/05/2006,13.5,NO,4.1,,,40,,
8191334,07/15/2006,13,NO,4,,,40,,
8191334,07/22/2006,12,NO,3.6,,,41,,
8191334,07/28/2006,16,NO,4.9,,,37,,
8191334,08/12/2006,15,NO,4.6,,,38,,
18137361,08/31/2006,12,NO,3.6,,,41,,
8191334,09/03/2006,15,NO,4.6,,,38,,
18137361,09/07/2006,14,NO,4.3,,,39,,
18137361,09/14/2006,19.3,NO,5.9,,,34,,
8191334,07/21/2007,13,NO,4,,,40,,
8191334,07/28/2007,14.5,NO,4.4,,,39,,
8188626,07/29/2007,15.5,,4.7,,,38,,
8188626,08/10/2007,14,NO,4.3,,,39,,
8191334,08/24/2007,10,NO,3,,,44,,
19575440,07/07/2008,7.5,NO,2.3,,,48,,
19575440,07/18/2008,11,NO,3.3,,,43,,
19575440,08/15/2008,12,NO,3.6,,,41,,
19575440,10/10/2008,13,NO,4,,,40,,
19575446,05/15/2009,14.5,NO,4.4,,,39,,
19575448,05/15/2009,,,,,11,,47,
19575440,06/15/2009,,,,1.16,14,,49,36
19575446,06/15/2009,23,NO,7,,,32,,
19575440,07/20/2009,13,NO,4,2.44,13,40,48,42
19575446,07/20/2009,13,NO,4,,,40,,
19575446,08/23/2009,13,NO,4,,,40,,
19575440,08/24/2009,,,,3.84,15,,49,45
19575446,05/20/2010,29,NO,8.8,,,29,,
19575440,05/25/2010,,,,,14,,49,
19575440,07/20/2010,,,,2.44,11,,47,42
19575446,07/20/2010,13.8,NO,4.2,,,39,,
19575440,08/23/2010,,,,4.35,13,,48,46
19575446,08/25/2010,9,NO,2.7,,,45,,
18137361,05/16/2011,13.5,NO,4.1,,16,40,50,
19575446,06/17/2011,25,NO,7.6,1.15,12,31,47,36
19575446,07/25/2011,11.5,NO,3.5,2.14,11,42,47,41
19575440,08/22/2011,,,,2.79,9,,45,43
19575446,08/22/2011,14,NO,4.3,,,39,,
19575440,06/25/2012,18,NO,5.5,1.62,12,35,47,38
19575446,06/25/2012,18,NO,5.5,,,35,,
19575440,07/31/2012,,,,1.98,12,,47,40
19575446,07/31/2012,19,NO,5.8,,,35,,
19575446,08/23/2012,15,NO,4.6,2.31,16,38,50,41
19575446,05/08/2013,27,NO,8.2,,,30,,
19575446,06/19/2013,17,NO,5.2,,,36,,
19575446,06/20/2013,,,,1.81,10.3,,46,39
19575446,07/16/2013,,,,2.23,14.4,,49,41
19575446,07/24/2013,16,NO,4.9,,,37,,
19575440,08/16/2013,,,,2.78,12.3,,48,43
19575446,08/16/2013,15,NO,4.6,,,38,,
19575446,05/20/2014,19,NO,5.8,,,35,,
19575446,06/17/2014,31,NO,9.4,1.41,12.6,28,48,37
19575446,07/21/2014,16.5,NO,5,1.76,12,37,47,39
19575446,08/20/2014,15,NO,4.6,2.51,11.8,38,47,42
19575446,09/25/2014,17,NO,5.2,,,36,,
18137361,04/14/2015,23,NO,7,,13.2,32,48,
19575446,06/16/2015,25,NO,7.6,1.55,15.9,31,50,38
19575446,06/22/2015,,,,3.35,17.5,,50,44
19575446,07/22/2015,14,NO,4.3,,,39,,
19575446,08/21/2015,13,NO,4,3.69,17.8,40,50,45
18137361,03/22/2016,15.5,NO,4.7,,50.1,38,58,
19575446,05/05/2016,27,NO,8.2,,,30,,
19575446,05/18/2016,25,NO,7.6,,,31,,
19575446,06/17/2016,30,NO,9.1,0.883,13.7,28,48,34
19575446,07/19/2016,16,NO,4.9,1.96,20,37,51,40
19575446,08/29/2016,20,NO,6.1,2.19,15.9,34,50,41
19575446,06/16/2017,17,NO,5.2,2,16.4,36,50,40
19575446,07/12/2017,13,NO,4,1.9,16.3,40,50,40
19575446,08/21/2017,14,NO,4.3,2.36,17.3,39,50,41
