Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI
1,07/19/1988,,,,5,5,,41,47
1,08/31/1988,,,,,10,,46,
1,02/14/1989,,,,,6,,42,
1,05/01/1989,12.5,,3.8,4,7,41,43,45
1,06/06/1989,39.4,,12,2,5,24,41,40
1,07/20/1989,17.1,,5.2,2,4,36,39,40
1,09/01/1989,21.3,,6.5,,4,33,39,
1,02/06/1990,,,,,7,,43,
1,04/26/1990,11.8,,3.6,5,6,42,42,47
1,07/07/1990,16.4,,5,,20,37,51,
1,08/17/1990,18.4,,5.6,2,20,35,51,40
1,04/29/1991,10.8,,3.3,6,10,43,46,48
1,06/25/1991,13.1,,4,2,6,40,42,40
1,07/25/1991,18,,5.5,2,8,35,44,40
1,08/20/1991,22.6,,6.9,2,4,32,39,40
1,05/06/1992,6.9,,2.1,10,12,49,47,52
1,06/24/1992,23.3,,7.1,2,5,32,41,40
1,07/28/1992,14.8,,4.5,2.62,7,38,43,42
1,08/18/1992,20,,6.1,1.898,4,34,39,40
1,02/18/1993,,,,,5,,41,
1,05/13/1993,13,,3.96,1.44,,40,,38
1,06/29/1993,10,,3.05,3.25,4,44,39,44
1,07/28/1993,18.5,,5.64,1.89,9,35,45,40
1,08/25/1993,18.6,,5.68,1.81,9,35,45,39
1,02/16/1994,,,,,5,,41,
1,04/25/1994,11,,3.35,6.58,8,43,44,49
1,06/06/1994,16,,4.88,1.61,4,37,39,38
1,07/13/1994,21.5,,6.55,2.08,11,33,47,40
1,08/17/1994,20.2,,6.17,0.759,5,34,41,33
1,02/06/1995,,,,,8,,44,
1,04/27/1995,10.2,,3.1,5.19,7,44,43,47
1,06/20/1995,25.3,,7.7,0.699,,31,,32
1,07/18/1995,16.8,,5.11,0.03,,37,,8
1,08/08/1995,16,,4.88,1.32,,37,,37
1,03/04/1996,,,,,8,,44,
1,05/24/1996,8.1,,2.46,6.87,8,47,44,49
1,06/27/1996,18,,5.5,3.52,,35,,44
1,07/18/1996,16,,4.88,1.42,,37,,37
1,08/29/1996,24,,7.32,0.97,6,31,42,35
1,02/11/1997,,,,,,,,
1,05/06/1997,11.8,,3.6,9.46,19,42,51,52
1,06/26/1997,22.3,,6.8,1.08,16,32,50,35
1,07/22/1997,20,,6.1,1.48,20,34,51,38
1,08/27/1997,20,,6.1,1.12,21,34,52,36
1,02/17/1998,,,,,8,,44,
1,04/22/1998,10.8,,3.3,2.51,29,43,54,42
1,06/17/1998,23.3,,7.1,0.77,,32,,33
1,07/08/1998,18.7,,5.7,1.15,6,35,42,36
1,08/13/1998,24.3,,7.4,0.87,9,31,45,34
8189314,08/30/1998,20.5,NO,6.2,,,34,,
8189314,09/07/1998,19.5,NO,5.9,,,34,,
8189314,09/19/1998,22.5,NO,6.8,,,32,,
8189314,10/04/1998,21.5,NO,6.5,,,33,,
8189314,10/18/1998,17.5,NO,5.3,,,36,,
1,03/03/1999,,,,,,,,
1,04/28/1999,13.8,,4.2,1.76,8,39,44,39
8189314,05/31/1999,21.5,NO,6.5,,,33,,
8189314,06/06/1999,17.5,NO,5.3,,,36,,
1,06/14/1999,14.8,,4.5,3.16,13,38,48,43
8189314,06/20/1999,14.5,NO,4.4,,,39,,
8189314,06/27/1999,18.25,NO,5.5,,,35,,
8189314,07/25/1999,9.25,NO,2.8,,,45,,
8189314,08/01/1999,8.75,NO,2.7,,,46,,
8189314,08/08/1999,10.25,NO,3.1,,,44,,
8189314,08/15/1999,11.25,NO,3.4,,,42,,
8189314,08/22/1999,10.5,NO,3.2,,,43,,
8189314,08/28/1999,9.5,NO,2.9,,,45,,
1,09/02/1999,12.1,,3.7,4,11,41,47,45
8189314,09/06/1999,13.75,NO,4.2,,,39,,
8189314,09/12/1999,14.5,NO,4.4,,,39,,
8189314,09/25/1999,16.5,NO,5,,,37,,
8189314,10/03/1999,15.25,NO,4.6,,,38,,
8189314,10/09/1999,15.25,NO,4.6,,,38,,
8189314,05/14/2000,17.5,NO,5.3,,,36,,
8189314,06/18/2000,17.75,NO,5.4,,,36,,
8189314,06/27/2000,18.25,NO,5.5,,,35,,
8189314,07/15/2000,22.25,NO,6.8,,,32,,
8189314,07/29/2000,23.75,NO,7.2,,,31,,
8189314,08/20/2000,26.25,NO,8,,,30,,
8189314,08/21/2000,26.75,NO,8.1,,,30,,
8189314,09/15/2000,23.25,YES,7.1,,,32,,
8189314,10/01/2000,20.25,NO,6.2,,,34,,
7000068,05/04/2001,,,,,9,,45,
8189922,06/11/2001,17,NO,5.2,,,36,,
8189922,06/19/2001,22,NO,6.7,,,33,,
8189922,06/24/2001,19.5,NO,5.9,,,34,,
8189922,06/29/2001,16,NO,4.9,,,37,,
8189922,06/30/2001,16.5,NO,5,,,37,,
8189922,07/03/2001,17.75,NO,5.4,,,36,,
8189922,07/08/2001,18.5,NO,5.6,,,35,,
7000068,07/12/2001,20.5,NO,6.2,1,,34,,35
8188603,07/12/2001,20.5,NO,6.2,,,34,,
8189922,07/13/2001,22.5,NO,6.8,,,32,,
8189922,07/21/2001,24,NO,7.3,,,31,,
8189922,07/27/2001,23.5,YES,7.1,,,32,,
8189922,08/07/2001,27.5,NO,8.4,,,29,,
8189922,08/17/2001,28.75,NO,8.7,,,29,,
8189922,08/23/2001,24.75,NO,7.5,,,31,,
8189922,09/01/2001,24,NO,7.3,,,31,,
8189922,09/15/2001,30,NO,9.1,,,28,,
8189922,09/29/2001,22,NO,6.7,,,33,,
8189922,10/20/2001,17,NO,5.2,,,36,,
8189922,06/20/2002,11.5,NO,3.5,,,42,,
8189922,06/25/2002,13.75,NO,4.2,,,39,,
8189922,07/03/2002,13.5,NO,4.1,,,40,,
8189922,07/09/2002,15.25,NO,4.6,,,38,,
8189922,07/15/2002,16,NO,4.9,,,37,,
8189922,07/22/2002,18.25,NO,5.5,,,35,,
8189922,07/29/2002,18.75,NO,5.7,,,35,,
8189922,08/07/2002,21,NO,6.4,,,33,,
8189922,08/16/2002,16.25,NO,4.9,,,37,,
8189922,08/19/2002,16.5,NO,5,1.68,8,37,44,39
8189922,08/25/2002,18.5,NO,5.6,,,35,,
8189922,09/21/2002,,,,,,,,
8189922,10/01/2002,17,NO,5.2,,,36,,
8189922,10/09/2002,14,NO,4.3,5.38,12,39,47,48
8188599,05/08/2003,9,NO,2.7,,,45,,
8189922,05/28/2003,20,NO,6.1,,25,34,53,
8189922,06/29/2003,18.5,NO,5.6,1.55,10,35,46,38
8189922,07/07/2003,26,NO,7.9,,,30,,
8189922,07/18/2003,23,NO,7,1.17,12,32,47,36
8189922,08/06/2003,,,,1.46,10,,46,38
8189922,08/07/2003,17,NO,5.2,,,36,,
8189922,08/21/2003,23.5,NO,7.1,,,32,,
8189922,09/06/2003,23.5,NO,7.1,,,32,,
8189922,09/20/2003,23,NO,7,,,32,,
8189922,10/07/2003,21,NO,6.4,,,33,,
8189922,10/18/2003,,,,2.68,51,,59,42
8188730,05/03/2004,21,NO,6.4,,12,33,47,
8189922,05/15/2004,15,NO,4.6,,10,38,46,
8189922,06/14/2004,16,NO,4.9,2.02,34,37,55,40
8188730,06/23/2004,21,NO,6.4,1.01,20,33,51,35
8189922,06/23/2004,20.5,NO,6.2,,,34,,
8189922,07/12/2004,21.5,NO,6.5,2.89,10,33,46,43
8189922,07/24/2004,31.25,NO,9.5,,,28,,
8188730,07/28/2004,25,NO,7.6,0.68,11,31,47,32
8189922,08/06/2004,38,NO,11.6,,,25,,
8189922,08/13/2004,27.5,NO,8.4,1.35,12,29,47,37
8188730,08/30/2004,20,NO,6.1,2.71,12,34,47,42
8189922,09/17/2004,24.75,NO,7.5,,,31,,
8189922,09/28/2004,25,NO,7.6,,,31,,
8189922,10/18/2004,18,NO,5.5,2.75,18,35,51,42
8191362,05/17/2005,10.25,NO,3.1,,9,44,45,
8189922,05/31/2005,11,NO,3.3,,14,43,49,
8189922,06/10/2005,13,NO,4,,,40,,
8189922,06/16/2005,9,NO,2.7,1.82,10,45,46,39
8189922,07/07/2005,23,NO,7,,,32,,
8189922,07/15/2005,23,NO,7,1.03,12,32,47,35
8189922,08/15/2005,22.5,NO,6.8,1.46,8,32,44,38
8189922,09/03/2005,23,NO,7,,,32,,
8189922,09/27/2005,16.25,NO,4.9,,,37,,
8189922,05/01/2006,,,,,13,,48,
8189922,05/28/2006,13,NO,4,,,40,,
8189922,06/05/2006,14.25,NO,4.3,,,39,,
8189922,06/13/2006,19.25,NO,5.9,1.38,7,35,43,37
8189922,06/23/2006,15.5,NO,4.7,,,38,,
8189922,07/06/2006,17.25,NO,5.2,,,36,,
8189922,07/24/2006,,,,1.62,11,,47,38
10585025,07/24/2006,15.75,NO,4.8,,,37,,
8189922,07/31/2006,17,NO,5.2,,,36,,
10585025,08/15/2006,19,NO,5.8,,,35,,
8189922,08/17/2006,20,NO,6.1,2.35,10,34,46,41
8189922,08/23/2006,20,NO,6.1,,,34,,
8189922,08/30/2006,17.5,NO,5.3,,,36,,
10585025,09/11/2006,16,NO,4.9,,,37,,
8189922,09/13/2006,21.5,NO,6.5,,,33,,
8189922,09/21/2006,23.5,NO,7.1,,,32,,
8189922,10/18/2006,,,,2.94,13,,48,43
8189922,10/20/2006,14.5,NO,4.4,,,39,,
8189922,04/21/2007,12.5,NO,3.8,,16,41,50,
8189922,05/22/2007,17.25,NO,5.2,,,36,,
8189922,06/09/2007,26.5,NO,8.1,,,30,,
8189922,06/13/2007,26,NO,7.9,,,30,,
8189922,06/25/2007,28,NO,8.5,0.37,10,29,46,27
8189922,07/09/2007,26.75,NO,8.1,,,30,,
8189922,07/24/2007,29.5,NO,9,0.96,8,28,44,34
8189922,08/09/2007,28.5,NO,8.7,,,29,,
8189922,08/15/2007,22,NO,6.7,,,33,,
8189922,08/23/2007,,,,2.8,8,,44,43
8189922,08/30/2007,22,NO,6.7,,,33,,
10585025,09/11/2007,30,NO,9.1,,,28,,
8189922,09/15/2007,23,NO,7,,,32,,
8189922,09/26/2007,21,NO,6.4,,,33,,
8189922,10/08/2007,18.5,NO,5.6,,,35,,
8189922,10/25/2007,14,NO,4.3,,,39,,
8189922,05/14/2008,,,,,28,,54,
8189922,05/25/2008,11,NO,3.3,,,43,,
8189922,06/01/2008,14,NO,4.3,,,39,,
8189922,06/17/2008,21.5,NO,6.5,0.77,8,33,44,33
8189922,06/19/2008,21,NO,6.4,,,33,,
8189922,07/03/2008,15.25,NO,4.6,,,38,,
8189922,07/14/2008,15.5,NO,4.7,,,38,,
18608623,07/15/2008,17.5,NO,5.3,,,36,,
8189922,07/22/2008,,,,1.05,8,,44,35
8189922,07/23/2008,17,NO,5.2,,,36,,
8189922,08/06/2008,18.75,NO,5.7,,,35,,
8189922,08/09/2008,20,NO,6.1,,,34,,
18608623,08/13/2008,20,NO,6.1,,,34,,
8189922,08/19/2008,24.5,NO,7.4,1.4,10,31,46,37
8189922,08/29/2008,24.5,NO,7.4,,,31,,
18608623,09/09/2008,22,NO,6.7,0.94,7,33,43,34
8189922,10/31/2008,19,NO,5.8,,,35,,
23001712,05/04/2009,16,NO,4.9,,24,37,53,
8189922,05/17/2009,22.5,NO,6.8,,9,32,45,
8189922,06/03/2009,31,NO,9.4,,,28,,
8189922,06/16/2009,26.5,NO,8.1,1.63,9,30,45,38
29575558,06/16/2009,26.5,NO,8.1,,,30,,
23001712,07/17/2009,22.5,NO,6.8,1,10,32,46,35
8189922,07/19/2009,27.25,NO,8.3,1.06,8,30,44,35
8189922,08/13/2009,29.25,NO,8.9,1.05,10,28,46,35
30847138,08/18/2009,24.25,NO,7.4,,10,31,46,
8189922,08/26/2009,27.5,NO,8.4,,,29,,
18137260,09/22/2009,27,NO,8.2,,,30,,
30847232,09/22/2009,28.5,NO,8.7,1.27,7,29,43,37
23001712,04/11/2010,30,NO,9.1,,6,28,42,
8189922,05/06/2010,,,,,9,,45,
8189922,05/26/2010,27.25,NO,8.3,,,30,,
8189922,06/07/2010,30,NO,9.1,,,28,,
8189922,06/16/2010,,,,1.15,5,,41,36
35006126,06/16/2010,27.5,NO,8.4,,,29,,
23001712,07/16/2010,23,NO,7,0.85,7,32,43,34
8189922,07/26/2010,26.5,NO,8.1,1.19,6,30,42,36
23001712,08/18/2010,24.5,NO,7.4,0.91,6,31,42,34
8189922,08/26/2010,27.5,NO,8.4,0.74,10,29,46,33
23001712,09/12/2010,2.5,NO,0.8,1.26,10,32,46,37
8189922,09/22/2010,23,NO,7,,,32,,
8189922,05/07/2011,15.25,NO,4.6,,,38,,
8189922,05/12/2011,,,,,13,,48,
23001712,05/20/2011,20,NO,6.1,,12,34,47,
8189922,06/02/2011,24.25,NO,7.4,,,31,,
8189922,06/20/2011,,,,3.12,9,,45,43
8189922,06/24/2011,11,NO,3.3,,,43,,
8189922,06/26/2011,13,NO,4,,,40,,
35006126,06/29/2011,11.25,NO,3.4,,,42,,
8189922,07/11/2011,15,NO,4.6,,,38,,
8189922,07/18/2011,15,NO,4.6,,,38,,
46706621,07/18/2011,,,,2.82,11,,47,43
23001712,07/20/2011,17,NO,5.2,1.98,10,36,46,40
8189922,08/03/2011,18,NO,5.5,,,35,,
8189922,08/18/2011,20,NO,6.1,,,34,,
23001712,08/18/2011,19.5,NO,5.9,1.31,8,34,44,37
46706621,08/18/2011,,,,1.71,9,,45,39
8189922,08/29/2011,22,NO,6.7,,,33,,
8189922,09/09/2011,27.25,NO,8.3,,,30,,
23001712,09/17/2011,17.5,NO,5.3,1.91,10,36,46,40
8189922,04/17/2012,,,,,14,,49,
8189922,05/16/2012,25.25,NO,7.7,,,31,,
8189922,06/03/2012,17.75,NO,5.4,,,36,,
8189922,06/18/2012,,,,2.27,10,,46,41
8189922,06/26/2012,18.5,NO,5.6,,,35,,
8189922,07/11/2012,21.5,NO,6.5,,,33,,
8189922,07/18/2012,,,,1.24,11,,47,36
34970929,07/18/2012,21.3,NO,6.5,0.93,7,33,43,34
8189922,08/05/2012,28.75,NO,8.7,,,29,,
34970929,08/13/2012,23.8,NO,7.25,1.1,7,31,43,36
8189922,08/25/2012,32,NO,9.7,,,27,,
8189922,08/27/2012,,,,0.8,8,,44,33
8189922,09/06/2012,32,NO,9.7,,,27,,
1,09/19/2012,,,,0.93,10,,46,34
34970929,09/19/2012,27.9,NO,8.5,,,29,,
8189922,05/14/2013,16,NO,4.9,,15,37,49,
34970929,05/22/2013,21.5,N,6.5,,6.01,33,42,
8189922,06/03/2013,25.5,NO,7.8,,,30,,
8189922,06/14/2013,32,NO,9.7,,,27,,
8189922,06/17/2013,,,,1.91,7.69,,44,40
8189922,06/28/2013,27,NO,8.2,,,30,,
81678457,06/28/2013,27,NO,8.2,,,30,,
8189922,07/03/2013,32.5,NO,9.9,,,27,,
34970929,07/17/2013,23,NO,7,1.06,7.12,32,43,35
8189922,07/18/2013,29.25,NO,8.9,1.44,6.27,28,42,38
8189922,08/03/2013,20.25,NO,6.2,,,34,,
34970929,08/14/2013,18,NO,5.5,1.25,10.8,35,47,36
8189922,08/19/2013,,,,1.33,8.99,,45,37
8189922,09/04/2013,22,NO,6.7,,,33,,
34970929,09/18/2013,29,NO,8.8,1.17,10.4,29,46,36
34970929,05/14/2014,16,NO,4.9,,13.9,37,49,
8189922,05/22/2014,19,NO,5.8,,15,35,49,
8189922,06/08/2014,26.25,NO,8,,,30,,
8189922,06/14/2014,25.5,NO,7.8,,,30,,
8189922,06/23/2014,,,,1.95,17,,50,40
