Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI
1,07/24/1979,,,,7.05,12,,47,50
8190803,06/14/1996,20,NO,6.1,,,34,,
8190803,07/04/1996,17,NO,5.2,,,36,,
8190803,05/30/1997,18,NO,5.5,,,35,,
8190803,07/13/1997,17,NO,5.2,,,36,,
8190803,08/13/1997,22,NO,6.7,,,33,,
8188550,08/25/1999,20,,6.1,2,12,34,47,40
1,08/21/2000,13.4,,4.1,,10,40,46,
8188858,11/05/2001,11.75,NO,3.6,,,42,,
8188858,07/04/2002,20,NO,6.1,,,34,,
8188858,08/05/2002,21,NO,6.4,,,33,,
8188858,08/18/2002,20,NO,6.1,,,34,,
8188858,11/09/2002,13.5,NO,4.1,,,40,,
8188858,04/22/2003,10.75,NO,3.3,,,43,,
8188858,05/05/2003,8.5,NO,2.6,,,46,,
8188858,06/05/2003,16.5,NO,5,,,37,,
8188858,06/19/2003,19.5,NO,5.9,,,34,,
8188858,07/05/2003,18,NO,5.5,,,35,,
8188858,07/12/2003,15,NO,4.6,,,38,,
8188858,07/28/2003,18,NO,5.5,,,35,,
8188858,08/04/2003,18,NO,5.5,,,35,,
8188858,08/16/2003,18.75,NO,5.7,,,35,,
8188858,08/30/2003,17.5,NO,5.3,,,36,,
8188858,09/15/2003,18.5,NO,5.6,,,35,,
8188858,05/08/2004,11,NO,3.3,,,43,,
8188858,06/29/2004,18.75,NO,5.7,,,35,,
8188858,07/15/2004,18,NO,5.5,,,35,,
8188858,07/19/2004,16,NO,4.9,,,37,,
8188858,07/24/2004,16.5,NO,5,,,37,,
8188858,08/01/2004,17.7,NO,5.4,,,36,,
8188858,08/14/2004,14.5,NO,4.4,,,39,,
8188858,07/01/2005,23,NO,7,,,32,,
8188858,07/12/2005,21,NO,6.4,,,33,,
8188858,07/28/2005,19.5,NO,5.9,1.53,13,34,48,38
8188858,08/10/2005,22.5,NO,6.8,,,32,,
8188858,08/29/2005,19.5,NO,5.9,1.82,10,34,46,39
8188858,11/02/2005,15,NO,4.6,2.82,27,38,54,43
8188858,05/16/2006,13.5,NO,4.1,,19,40,51,
8188858,06/13/2006,16.5,NO,5,1.62,10,37,46,38
8188858,07/20/2006,15,NO,4.6,1.63,10,38,46,38
8188858,08/29/2006,14,NO,4.3,4.43,16,39,50,46
8188858,05/13/2007,27.25,NO,8.3,,13,30,48,
8188858,06/24/2007,16.5,NO,5,2.93,10,37,46,43
8188858,09/02/2007,14.5,NO,4.4,3.29,14,39,49,44
8188858,07/28/2008,14.25,NO,4.3,1.96,18,39,51,40
8188858,08/26/2008,,,,4.76,14,,49,47
8188858,08/27/2008,12,NO,3.6,,,41,,
8188858,04/24/2012,23.75,NO,7.2,,19,31,51,
8188858,06/27/2012,16.75,NO,5.1,1.77,16,37,50,39
8188858,07/30/2012,11,NO,3.3,4.09,15,43,49,45
101353375,08/10/2014,30,YES,9.1,,,28,,
101353375,07/02/2015,17.25,NO,5.2,,,36,,
101353375,07/14/2015,18,NO,5.5,,,35,,
101353375,07/30/2015,13.5,NO,4.1,,,40,,
101353375,08/29/2015,13.6,YES,4.1,,,40,,
101353375,07/22/2016,17,NO,5.2,,,36,,
101353375,07/27/2017,13.9,NO,4.2,,,39,,
