Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI
52586243,06/30/1980,4.9, ,1.5,39,,54,,62
52586243,09/02/2011,8,NO,2.4,,,47,,
52586243,09/15/2011,8.5,NO,2.6,,,46,,
52586243,09/30/2011,8,NO,2.4,,,47,,
52586243,10/21/2011,11,NO,3.3,,,43,,
52586243,11/01/2011,10.5,NO,3.2,,,43,,
52586243,05/10/2012,6,NO,1.8,,22,51,52,
52586243,05/25/2012,7.5,NO,2.3,,,48,,
52586243,06/06/2012,10,NO,3,,,44,,
52586243,06/26/2012,4.5,NO,1.4,14.1,23,55,52,55
52586243,07/17/2012,6.5,NO,2,,,50,,
52586243,07/30/2012,7,NO,2.1,7.8,22,49,52,50
52586243,08/11/2012,8.75,NO,2.7,,,46,,
52586243,08/23/2012,8,NO,2.4,,,47,,
52586243,09/04/2012,8,NO,2.4,10.5,21,47,52,53
52586243,09/16/2012,7.5,NO,2.3,,,48,,
52586243,10/20/2012,5.5,NO,1.7,,,53,,
52586243,05/05/2013,4.75,NO,1.4,,,55,,
52586243,05/19/2013,6.25, ,1.9,,,51,,
52586243,06/14/2013,7,NO,2.1,,,49,,
52586243,06/27/2013,7.5,NO,2.3,5.96,16.4,48,50,48
52586243,07/13/2013,8.5,NO,2.6,,,46,,
52586243,07/29/2013,5.5,NO,1.7,9.18,18.8,53,51,52
52586243,08/09/2013,5.5,NO,1.7,,,53,,
52586243,08/21/2013,8,NO,2.4,,,47,,
52586243,08/27/2013,,,,10.3,28.5,,54,52
52586243,05/03/2014,9.5,NO,2.9,,,45,,
52586243,05/17/2014,12.5,NO,3.8,,,41,,
52586243,05/31/2014,11.9, ,3.6,,,41,,
52586243,06/14/2014,10.5,NO,3.2,,,43,,
52586243,06/25/2014,11,NO,3.3,,,43,,
102646883,06/25/2014,,,,6.24,16.9,,50,49
52586243,07/10/2014,7,NO,2.1,,,49,,
52586243,07/29/2014,, ,,7.38,18.7,,51,50
52586243,08/11/2014,9, ,2.7,,,45,,
52586243,08/27/2014,8.5, ,2.6,8.93,29.9,46,54,51
52586243,09/16/2014,9,NO,2.7,,,45,,
52586243,05/31/2015,5.75, ,1.7,,,52,,
52586243,06/16/2015,8.75,NO,2.7,,,46,,
52586243,06/27/2015,7,NO,2.1,10.6,47.1,49,58,53
52586243,07/08/2015,6,NO,1.8,,,51,,
52586243,07/29/2015,5,NO,1.5,12,24.3,54,53,54
52586243,08/18/2015,3,NO,0.9,,,61,,
52586243,08/30/2015,3.5,NO,1.1,20.1,34,59,55,57
52586243,09/20/2015,4,NO,1.2,,,57,,
52586243,05/25/2016,6.9,NO,2.1,,,49,,
52586243,06/02/2016,,NO,,,,,,
52586243,06/28/2016,10.25,NO,3.1,4.07,22,44,52,45
52586243,07/16/2016,7,NO,2.1,,,49,,
52586243,07/26/2016,6,NO,1.8,10.7,25.7,51,53,53
52586243,08/15/2016,4.5,NO,1.4,,,55,,
52586243,08/29/2016,4,NO,1.2,18,24,57,53,57
52586243,06/07/2017,11.5,NO,3.5,,,42,,
52586243,06/20/2017,8.5,NO,2.6,,,46,,
52586243,06/27/2017,6.3,NO,1.9,6.81,21,51,52,49
52586243,07/11/2017,6,NO,1.8,,,51,,
52586243,07/30/2017,7,NO,2.1,8.74,18.7,49,51,51
52586243,08/09/2017,9,NO,2.7,,,45,,
52586243,08/30/2017,8.25,NO,2.5,6.44,18.3,47,51,49
52586243,09/11/2017,8.5,NO,2.6,,,46,,
