Group Seq No, Start Date, Secchi (Feet),Secchi Hit Bottom?,Secchi (Meters),Chlorophyll(ug/l),Total Phosphorus(ug/l),Secchi TSI,Total Phosphorus TSI,Chlorophyll TSI
1,08/13/1984,4.9,,1.5,19,,54,,57
1,10/02/1985,6.2,,1.9,,31,51,55,
8189777,04/04/1991,4.25,NO,1.3,,,56,,
8189777,06/23/1991,4,NO,1.2,,,57,,
8189777,07/14/1991,4.5,NO,1.4,,,55,,
8189777,09/02/1991,5.25,NO,1.6,,,53,,
8189777,05/01/1992,5,NO,1.5,,,54,,
8189777,05/31/1992,7.5,NO,2.3,,,48,,
8189777,06/21/1992,6.5,NO,2,,,50,,
8189777,07/08/1992,5,NO,1.5,,,54,,
8189777,09/27/1992,7.5,NO,2.3,,,48,,
8189777,06/13/1993,8.33,NO,2.5,,,47,,
8189777,07/10/1993,5.75,NO,1.7,,,52,,
8189777,08/29/1993,5.75,NO,1.7,,,52,,
8189777,05/07/1994,8.33,NO,2.5,,,47,,
8189777,05/22/1994,9.5,NO,2.9,,,45,,
8189777,07/10/1994,6,NO,1.8,,,51,,
8189777,06/11/1995,8.75,NO,2.7,,,46,,
8189777,07/09/1995,7,NO,2.1,,,49,,
8189777,08/12/1995,6,NO,1.8,,,51,,
8189777,09/03/1995,6.5,NO,2,,,50,,
8190073,05/25/1996,5,NO,1.5,,,54,,
8190073,06/09/1996,4.5,,1.4,,,55,,
8190073,08/03/1996,4.25,NO,1.3,,,56,,
8189777,08/17/1996,4.5,NO,1.4,,,55,,
8189777,10/06/1996,6.75,NO,2.1,,,50,,
8189777,05/31/1997,8,NO,2.4,,,47,,
8189777,07/12/1997,6.5,NO,2,,,50,,
8190911,08/31/1997,6.5,NO,2,,,50,,
8189777,05/01/1998,5,NO,1.5,,,54,,
8189777,05/02/1999,7,NO,2.1,,,49,,
8189777,06/13/1999,5,NO,1.5,,,54,,
8189777,07/06/1999,5,NO,1.5,,,54,,
8190911,10/31/1999,7,NO,2.1,,,49,,
8189777,06/25/2000,5.5,NO,1.7,,,53,,
8189777,07/04/2000,4,NO,1.2,,,57,,
8189777,08/27/2000,4.5,NO,1.4,,,55,,
8189777,10/11/2000,8.5,NO,2.6,,,46,,
8189777,06/17/2001,5,NO,1.5,,,54,,
8189777,07/08/2001,4.25,NO,1.3,,,56,,
8189777,07/07/2002,5,NO,1.5,,,54,,
8189777,08/10/2002,5,NO,1.5,,,54,,
8189777,09/01/2002,5,NO,1.5,,,54,,
34982361,05/20/2005,,,,,26,,53,
34982355,06/05/2010,5.5,NO,1.7,,,53,,
34982355,06/19/2010,5,NO,1.5,,,54,,
34982355,07/04/2010,4.5,NO,1.4,,,55,,
34982355,08/09/2010,4.25,NO,1.3,,,56,,
18138689,05/19/2012,6,,1.8,,,51,,
34982361,05/23/2013,5.5,NO,1.7,,,53,,
34982361,06/07/2013,5.5,NO,1.7,,,53,,
34982361,06/18/2013,6,NO,1.8,,,51,,
34982361,06/26/2013,5.5,NO,1.7,,,53,,
34982361,07/10/2013,5.5,NO,1.7,,,53,,
34982361,07/19/2013,5,NO,1.5,,,54,,
34982361,07/29/2013,6,NO,1.8,,,51,,
34982361,08/09/2013,5.5,NO,1.7,,,53,,
34982361,08/20/2013,5.5,NO,1.7,,,53,,
34982361,08/26/2013,5.25,NO,1.6,,,53,,
34982361,09/06/2013,5.25,NO,1.6,,,53,,
34982361,09/23/2013,5,NO,1.5,,,54,,
34982361,10/10/2013,5.5,NO,1.7,,,53,,
34982361,05/18/2014,5.5,NO,1.7,,,53,,
34982361,06/05/2014,6,NO,1.8,,,51,,
34982361,06/22/2014,5.5,NO,1.7,,,53,,
34982361,06/27/2014,, ,,,,,,
34982361,07/12/2014,5.5,NO,1.7,,,53,,
34982361,07/30/2014,5.25,NO,1.6,,,53,,
34982361,08/14/2014,5.25,NO,1.6,,,53,,
34982361,08/21/2014,, ,,,,,,
34982361,08/26/2014,5,NO,1.5,,,54,,
34982361,09/04/2014,5.25,NO,1.6,,,53,,
34982361,09/18/2014,5.5,NO,1.7,,,53,,
34982361,10/07/2014,5.25,NO,1.6,,,53,,
34982361,10/24/2014,5,NO,1.5,,,54,,
34982361,05/10/2015,6.5,NO,2,,,50,,
34982361,05/26/2015,7,NO,2.1,,,49,,
34982361,06/15/2015,6.5,NO,2,,,50,,
34982361,06/29/2015,7,NO,2.1,,,49,,
34982361,07/12/2015,6.5,NO,2,,,50,,
34982361,07/27/2015,6,NO,1.8,,,51,,
34982361,08/11/2015,5.5,NO,1.7,,,53,,
34982361,08/25/2015,5.75,NO,1.7,,,52,,
34982361,09/14/2015,6,NO,1.8,,,51,,
34982361,10/01/2015,5.5,NO,1.7,,,53,,
34982361,06/06/2017,5.5,NO,1.7,,,53,,
34982361,06/16/2017,,,,,,,,
34982361,06/27/2017,6,NO,1.8,,,50,,
34982361,07/11/2017,6.25,NO,1.9,,,49,,
34982361,07/28/2017,5.75,NO,1.7,,,52,,
34982361,08/12/2017,6,NO,1.8,,,48,,
34982361,08/30/2017,5.75,NO,1.7,,,52,,
